deletion_position,deletion_identity,deletion_support_sha256,layer,order_k,subset_mask,critic_seed,representation_dim,target_dim,n_samples,n_train,n_val,n_test,best_step,final_training_step,best_val_mi,test_mi,test_product_shuffle_sd,heldout_joint_minus_mismatch_score
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,3,13,23,2560,1,7362,6596,209,557,1000,1000,0.8269685506820679,0.800597662727038,0.28455921270502404,3.0809082984924316
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,3,13,37,2560,1,7362,6596,209,557,975,1000,0.728401780128479,0.621608684460322,0.2975079597210323,3.1338775157928467
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,3,14,11,2560,1,7362,6596,209,557,950,1000,1.0146602392196655,1.0534004767735798,0.3769145807104339,5.049485683441162
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,3,14,23,2560,1,7362,6596,209,557,975,1000,1.0474796444177628,1.0986427515745163,0.3545536468662001,5.038677215576172
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,3,14,37,2560,1,7362,6596,209,557,950,1000,1.040565013885498,1.0517709056536357,0.31786019886860156,5.054920196533203
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,4,15,11,2560,1,7362,6596,209,557,975,1000,0.8627231866121292,0.5927969391147295,0.3158293856895113,4.226819038391113
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,4,15,23,2560,1,7362,6596,209,557,725,975,0.794391319155693,0.5934375301003456,0.287943814933837,3.5533981323242188
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,6,4,15,37,2560,1,7362,6596,209,557,900,1000,0.7582572773098946,0.6149929165840149,0.39316616408105326,4.030813694000244
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,1,11,2560,1,7362,6596,209,557,975,1000,0.7439628839492798,0.782745877901713,0.38306652035741057,2.895768642425537
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,1,23,2560,1,7362,6596,209,557,950,1000,0.81134133040905,0.9691579739252726,0.454238458487808,3.2708191871643066
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,1,37,2560,1,7362,6596,209,557,875,1000,0.8660337924957275,0.9059336185455322,0.42276006018338663,2.9860267639160156
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,2,11,2560,1,7362,6596,209,557,925,1000,1.1108795404434204,1.2267536222934723,0.476353588283037,5.661562919616699
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,2,23,2560,1,7362,6596,209,557,925,1000,1.132778748869896,1.2742248475551605,0.4659979135938077,5.7826642990112305
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,2,37,2560,1,7362,6596,209,557,900,1000,1.2295280694961548,1.2040107250213623,0.4758953411769226,6.301557540893555
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,3,11,2560,1,7362,6596,209,557,1000,1000,0.8938808366656303,0.8388817608356476,0.3528338105690645,3.7466769218444824
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,3,23,2560,1,7362,6596,209,557,950,1000,0.8435864895582199,0.22861472765604654,1.4192781503125549,3.5060181617736816
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,3,37,2560,1,7362,6596,209,557,975,1000,0.8326044082641602,0.7355324427286783,0.45332038789707463,3.938183307647705
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,4,11,2560,1,7362,6596,209,557,900,1000,1.033882051706314,0.8951398134231567,0.3456274488979691,4.575438499450684
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,4,23,2560,1,7362,6596,209,557,900,1000,1.0721827894449234,1.1436343987782795,0.24602544319846084,4.166048049926758
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,4,37,2560,1,7362,6596,209,557,975,1000,1.0735859870910645,0.9595183928807577,0.5608446235533348,4.98893928527832
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,5,11,2560,1,7362,6596,209,557,950,1000,0.7477500289678574,0.7371068298816681,0.4290319264254291,2.8561854362487793
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,5,23,2560,1,7362,6596,209,557,650,900,0.7173476964235306,0.6116442928711573,0.37502558604590247,2.064598321914673
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,5,37,2560,1,7362,6596,209,557,975,1000,0.7602242231369019,0.7579006850719452,0.3871302531023376,2.6556503772735596
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,6,11,2560,1,7362,6596,209,557,900,1000,0.9571031033992767,1.0091169079144795,0.4241807834491624,4.580105304718018
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,6,23,2560,1,7362,6596,209,557,1000,1000,1.043074131011963,1.01358300447464,0.44977867506117486,5.091280937194824
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,6,37,2560,1,7362,6596,209,557,900,1000,0.9175078868865967,1.0463732481002808,0.4458644325576529,4.1395063400268555
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,7,11,2560,1,7362,6596,209,557,875,1000,0.8151217773556709,0.3797274778286616,0.671506435509118,3.147953510284424
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,7,23,2560,1,7362,6596,209,557,925,1000,0.813083503395319,0.6165089209874471,0.561924329743011,3.255855083465576
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,7,37,2560,1,7362,6596,209,557,800,1000,0.7858452051877975,0.1808414856592814,0.9531821367263797,2.9848990440368652
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,8,11,2560,1,7362,6596,209,557,975,1000,1.042959451675415,1.0378892819086711,0.21656166958742554,4.526347637176514
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,8,23,2560,1,7362,6596,209,557,925,1000,1.1060631424188614,1.0918668905893962,0.22206637758861694,4.863580703735352
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,1,8,37,2560,1,7362,6596,209,557,875,1000,1.0206269025802612,1.0979607899983723,0.15058931152651367,4.383856773376465
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,9,11,2560,1,7362,6596,209,557,900,1000,0.8914800882339478,0.8845588763554891,0.2585214505873729,3.442962169647217
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,9,23,2560,1,7362,6596,209,557,900,1000,0.7347049713134766,0.766803428530693,0.279079580688341,3.1495020389556885
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,9,37,2560,1,7362,6596,209,557,1000,1000,0.7831398546695709,0.8518648544947306,0.29804040674785637,3.716557741165161
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,10,11,2560,1,7362,6596,209,557,950,1000,1.069381132721901,0.8309490283330282,0.5446371080345469,5.119247913360596
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,10,23,2560,1,7362,6596,209,557,975,1000,1.212946891784668,1.1468313932418823,0.30063298523636806,5.00856351852417
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,10,37,2560,1,7362,6596,209,557,850,1000,1.0712412595748901,0.9550395806630453,0.3206308685399197,4.768511772155762
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,11,11,2560,1,7362,6596,209,557,1000,1000,1.01125168800354,0.29994093875090283,0.9834760322991545,3.965327024459839
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,11,23,2560,1,7362,6596,209,557,950,1000,1.1366533041000366,-0.22066893180211386,1.0948555905362363,4.238234519958496
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,11,37,2560,1,7362,6596,209,557,900,1000,0.780180886387825,0.40970245997111004,0.4773104809197871,3.8422691822052
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,12,11,2560,1,7362,6596,209,557,950,1000,0.8836671561002731,1.0386881828308105,0.11459504743332603,4.486338138580322
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,12,23,2560,1,7362,6596,209,557,775,1000,0.8819879591464996,0.9464132785797119,0.1479896080303743,3.9404399394989014
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,2,12,37,2560,1,7362,6596,209,557,875,1000,0.9331244230270386,1.0784348249435425,0.16900511968985707,4.518742084503174
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,13,11,2560,1,7362,6596,209,557,1000,1000,0.7710342854261398,0.6293730239073435,0.27620591625077945,2.856506824493408
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,13,23,2560,1,7362,6596,209,557,900,1000,0.6967831775546074,0.705184648434321,0.32138476249301706,2.8402488231658936
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,13,37,2560,1,7362,6596,209,557,1000,1000,0.7328040301799774,0.7457005182902018,0.2980981106369754,3.430392265319824
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,14,11,2560,1,7362,6596,209,557,675,925,0.9264899492263794,0.9767194390296936,0.3211155325239149,3.7694287300109863
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,14,23,2560,1,7362,6596,209,557,975,1000,0.9848262146115303,1.0206089069445927,0.3545042235080932,4.928356170654297
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,3,14,37,2560,1,7362,6596,209,557,1000,1000,1.0859385877847672,1.084739123781522,0.35220659603107624,5.283607006072998
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,4,15,11,2560,1,7362,6596,209,557,875,1000,0.8635532855987549,0.5659496784210205,0.37039372833261214,3.905228614807129
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,4,15,23,2560,1,7362,6596,209,557,975,1000,0.8163940906524658,0.628596305847168,0.42086711380627545,4.360895156860352
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,7,4,15,37,2560,1,7362,6596,209,557,850,1000,0.7715850993990898,0.5784174650907516,0.3741167741313445,3.765962839126587
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,1,11,2560,1,7362,6596,209,557,950,1000,0.7606596499681473,0.9046875635782877,0.4626225731210825,2.8405046463012695
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,1,23,2560,1,7362,6596,209,557,1000,1000,0.7660568952560425,0.8631449143091837,0.4718913829957673,2.9444892406463623
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,1,37,2560,1,7362,6596,209,557,650,900,0.6806051284074783,0.6685275634129842,0.42833066696066907,2.2827963829040527
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,2,11,2560,1,7362,6596,209,557,775,1000,1.102538824081421,1.169217308362325,0.45949766791738567,4.939716815948486
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,2,23,2560,1,7362,6596,209,557,900,1000,1.1491575241088867,1.2540936569372814,0.4484232523637224,5.429953098297119
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,2,37,2560,1,7362,6596,209,557,925,1000,1.1498605012893677,1.2534298499425252,0.445546614192853,6.302797794342041
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,3,11,2560,1,7362,6596,209,557,825,1000,0.8300704956054688,0.16784082849820456,0.9033667610755766,3.0470848083496094
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,3,23,2560,1,7362,6596,209,557,900,1000,0.8935406133532524,0.4401304672161738,1.0074108569087334,3.972294807434082
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,3,37,2560,1,7362,6596,209,557,950,1000,0.9339347928762436,0.5002978444099426,0.8926356807228999,4.14798641204834
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,4,11,2560,1,7362,6596,209,557,975,1000,1.1212844848632812,-0.21947662035624185,1.6778114815900533,4.704775810241699
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,4,23,2560,1,7362,6596,209,557,900,1000,1.0716023445129395,1.0814033448696136,0.22562640227991143,4.370668411254883
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,4,37,2560,1,7362,6596,209,557,925,1000,0.9673396348953247,0.9678789377212524,0.30077074033775875,4.5460333824157715
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,5,11,2560,1,7362,6596,209,557,975,1000,0.764264240860939,0.7351012726624807,0.43315466698774646,2.847456216812134
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,5,23,2560,1,7362,6596,209,557,950,1000,0.8344657719135284,0.8148451248804728,0.3464974390557057,2.786250591278076
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,5,37,2560,1,7362,6596,209,557,775,1000,0.7038319036364555,0.7163880318403244,0.3428607297784657,2.427377700805664
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,6,11,2560,1,7362,6596,209,557,975,1000,1.0274193286895752,1.0968013803164165,0.4447299249460394,4.9768900871276855
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,6,23,2560,1,7362,6596,209,557,1000,1000,0.9968694448471069,1.00278207163016,0.46400861381162245,5.019341468811035
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,6,37,2560,1,7362,6596,209,557,1000,1000,0.9715622663497925,1.089068631331126,0.41151538949433586,5.001061916351318
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,7,11,2560,1,7362,6596,209,557,825,1000,0.8358286917209625,0.7066168785095215,0.4094787295744261,3.30519437789917
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,7,23,2560,1,7362,6596,209,557,950,1000,0.8572887182235718,0.6983882635831833,0.31244436862170294,3.642728567123413
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,7,37,2560,1,7362,6596,209,557,975,1000,0.7363015413284302,0.4340413014094035,0.8388796013679354,3.5067899227142334
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,8,11,2560,1,7362,6596,209,557,850,1000,0.9954863488674164,1.0724438428878784,0.18433895599208724,4.094025611877441
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,8,23,2560,1,7362,6596,209,557,950,1000,1.1219048500061035,1.1008833646774292,0.16903038800646839,4.479596138000488
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,1,8,37,2560,1,7362,6596,209,557,850,1000,1.0285279750823975,1.0965787967046101,0.20308309050245366,4.452634811401367
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,9,11,2560,1,7362,6596,209,557,825,1000,0.8114370852708817,0.8429464101791382,0.3109870896680392,3.097912311553955
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,9,23,2560,1,7362,6596,209,557,725,975,0.765626072883606,0.8023509979248047,0.23275473582988856,3.0382893085479736
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,9,37,2560,1,7362,6596,209,557,825,1000,0.8900822401046753,0.9361128409703573,0.30024102706540473,3.3689401149749756
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,10,11,2560,1,7362,6596,209,557,925,1000,1.2386927604675293,0.7566819190979004,0.7526713373978376,4.83225154876709
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,10,23,2560,1,7362,6596,209,557,975,1000,1.0010033771395683,1.062145635485649,0.3498895944933531,4.6294097900390625
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,10,37,2560,1,7362,6596,209,557,975,1000,1.173760175704956,1.0488093495368958,0.35154303531423053,5.139535427093506
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,11,11,2560,1,7362,6596,209,557,1000,1000,0.9936278164386749,0.5304445003469785,0.3625089579788567,4.016866683959961
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,11,23,2560,1,7362,6596,209,557,975,1000,1.0044625997543335,0.04912931223710378,1.402649853076787,4.192910671234131
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,11,37,2560,1,7362,6596,209,557,950,1000,0.8412297666072845,0.34888339042663574,0.7631333775278576,3.9354286193847656
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,12,11,2560,1,7362,6596,209,557,1000,1000,0.9139516353607178,1.0390137434005737,0.20586880665654417,4.503881931304932
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,12,23,2560,1,7362,6596,209,557,825,1000,0.917866975069046,0.9757732252279917,0.16377270398724497,4.055076599121094
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,2,12,37,2560,1,7362,6596,209,557,875,1000,0.9191863536834717,1.030669589837392,0.16819072383696249,4.2969746589660645
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,13,11,2560,1,7362,6596,209,557,900,1000,0.7622205018997192,0.6707423031330109,0.3086434660796159,2.67488431930542
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,13,23,2560,1,7362,6596,209,557,925,1000,0.7190358564257622,0.7573457509279251,0.2729788377862562,2.9382457733154297
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,13,37,2560,1,7362,6596,209,557,900,1000,0.7721840143203735,0.722620278596878,0.28392129525153365,2.9997811317443848
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,14,11,2560,1,7362,6596,209,557,975,1000,1.0371812582015991,1.0186988860368729,0.3747288546261856,5.029725551605225
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,14,23,2560,1,7362,6596,209,557,850,1000,0.9855290800333023,0.8763733729720116,0.3840094622492896,4.687184810638428
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,3,14,37,2560,1,7362,6596,209,557,975,1000,1.1226312965154648,0.9735235025485357,0.38598211074540717,4.897297382354736
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,4,15,11,2560,1,7362,6596,209,557,975,1000,0.8802691698074341,0.12450854480266571,1.074405288790436,4.392082214355469
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,4,15,23,2560,1,7362,6596,209,557,950,1000,0.8723311424255371,0.6648938159147898,0.3889510478000742,4.224884033203125
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,8,4,15,37,2560,1,7362,6596,209,557,925,1000,0.8093181401491165,0.6144762436548868,0.32414453744854016,4.0909423828125
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,1,11,2560,1,7362,6596,209,557,550,800,0.6715927124023438,0.7096805969874064,0.3882836513325747,1.8981101512908936
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,1,23,2560,1,7362,6596,209,557,925,1000,0.7846889495849609,0.8759118318557739,0.5462196473873697,3.0436997413635254
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,1,37,2560,1,7362,6596,209,557,875,1000,0.7109190225601196,0.7559837500254313,0.410886979290927,2.7749598026275635
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,2,11,2560,1,7362,6596,209,557,875,1000,1.1507164388895035,1.189017415046692,0.46431317003671074,5.226256847381592
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,2,23,2560,1,7362,6596,209,557,875,1000,1.13052536547184,1.2102502981821697,0.4696830935365811,5.581661224365234
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,2,37,2560,1,7362,6596,209,557,925,1000,1.146494746208191,1.2714602947235107,0.49505402554914546,5.705899238586426
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,3,11,2560,1,7362,6596,209,557,850,1000,0.9049699455499649,0.7769127289454142,0.4051396143984381,3.7316031455993652
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,3,23,2560,1,7362,6596,209,557,900,1000,0.8684785291552544,0.04012233018875122,1.632951381905464,3.613311767578125
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,3,37,2560,1,7362,6596,209,557,950,1000,0.862140104174614,0.8274470567703247,0.3319362951135071,3.631962299346924
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,4,11,2560,1,7362,6596,209,557,875,1000,1.090495228767395,0.8920588493347168,0.4079546234412369,4.643949508666992
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,4,23,2560,1,7362,6596,209,557,1000,1000,1.0611307621002197,1.0612309376398723,0.22971341069497275,4.678767681121826
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,4,37,2560,1,7362,6596,209,557,975,1000,1.1599798202514648,1.1410879492759705,0.23480083710207683,4.659046173095703
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,5,11,2560,1,7362,6596,209,557,750,1000,0.7684158161282539,0.597749282916387,0.32631875491076356,2.3292157649993896
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,5,23,2560,1,7362,6596,209,557,925,1000,0.7484167814254761,0.7992895444234213,0.38963226794074857,2.9325594902038574
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,5,37,2560,1,7362,6596,209,557,675,925,0.7385186403989792,0.6838274796803793,0.3547576883772796,2.181156635284424
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,6,11,2560,1,7362,6596,209,557,900,1000,0.977297306060791,1.03194655974706,0.4487413584911931,4.53806734085083
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,6,23,2560,1,7362,6596,209,557,1000,1000,1.0239224433898926,1.050111969312032,0.451647847455286,5.178467273712158
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,6,37,2560,1,7362,6596,209,557,925,1000,1.0383246093988419,1.0482691923777263,0.4481996105921099,4.518404960632324
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,3,7,11,2560,1,7362,6596,209,557,825,1000,0.8212777674198151,0.6858367497722307,0.3431960983570136,3.0792667865753174
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,3,7,23,2560,1,7362,6596,209,557,950,1000,0.8729428052902222,0.6986137231191,0.3158897142870917,3.6174368858337402
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,3,7,37,2560,1,7362,6596,209,557,975,1000,0.7904260158538818,0.6730515360832214,0.4743050548254817,3.425123691558838
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,8,11,2560,1,7362,6596,209,557,975,1000,1.1628891229629517,1.115288496017456,0.19496961243298572,4.753924369812012
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,8,23,2560,1,7362,6596,209,557,975,1000,1.1271876096725464,1.1385977665583293,0.16717761387755767,4.621580600738525
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,1,8,37,2560,1,7362,6596,209,557,925,1000,1.118773102760315,1.1294069687525432,0.15113521981179537,4.642859935760498
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,9,11,2560,1,7362,6596,209,557,1000,1000,0.8355704843997955,0.9328303734461466,0.30255155108131393,3.624105930328369
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,9,23,2560,1,7362,6596,209,557,925,1000,0.7677605450153351,0.7658696174621582,0.28876976631177126,3.593416452407837
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,9,37,2560,1,7362,6596,209,557,800,1000,0.7761963605880737,0.8365142742792765,0.29137196097868306,3.223245143890381
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,10,11,2560,1,7362,6596,209,557,925,1000,1.280560240149498,0.8885149359703064,0.6902343276667764,5.301823139190674
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,10,23,2560,1,7362,6596,209,557,825,1000,1.1453849151730537,1.0157163093487422,0.335676153178802,4.846918106079102
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,2,10,37,2560,1,7362,6596,209,557,975,1000,1.2372629642486572,1.1735113561153412,0.3460847454712056,5.135664939880371
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,3,11,11,2560,1,7362,6596,209,557,1000,1000,1.0690555647015572,0.15988879402478537,1.1624583721270665,4.534199237823486
41,L,e0fef893d26baae17a3e262951afad508996ae16f2f43fe107136aa1982b97d3,9,3,11,23,2560,1,7362,6596,209,557,950,1000,0.9602952897548676,0.6557892560958862,0.27593850356126726,3.8877859115600586
