layer,order_k,subset_mask,score_mean,critic_seed_sd,n_critic_seeds
26,3,13,0.7570140444570117,0.04791476962282618,3
26,3,14,1.0116942243443596,0.06674617531225695,3
26,4,15,0.6851270347833633,0.03805728393919695,3
27,1,1,0.7538958026303185,0.12433459878874456,3
27,1,2,1.1860865255196889,0.03517324516098388,3
27,2,3,0.6994072314765717,0.08719192075902846,3
27,1,4,0.7016586098406051,0.2230252465199287,3
27,2,5,0.703711191813151,0.09275841516266477,3
27,2,6,1.0549092921945784,0.06674281362114758,3
27,3,7,0.5437393188476562,0.05742136665111341,3
27,1,8,1.1458816826343536,0.1151773403813305,3
27,2,9,0.9321842077705597,0.029426668407432757,3
27,2,10,1.005334206753307,0.14632363983825838,3
27,3,11,0.6060112300846313,0.07588115497538561,3
27,2,12,1.0225223004817963,0.02794565601872183,3
27,3,13,0.7627241859833399,0.06802588706346778,3
27,3,14,0.905948128965166,0.10489575865010073,3
27,4,15,0.5526238456368446,0.24452463111926473,3
28,1,1,0.7640947335296208,0.05143694765795231,3
28,1,2,1.158087776766883,0.11138829815117109,3
28,2,3,0.882572376065784,0.02194341207516303,3
28,1,4,1.0045365889867146,0.11266788271477081,3
28,2,5,0.7594028363625208,0.03484802299213106,3
28,2,6,0.9820381088389292,0.1621093396623635,3
28,3,7,0.22238315641880038,0.6501678055108251,3
28,1,8,1.1235701375537448,0.17098994992269648,3
28,2,9,0.8765273491541544,0.04356322923562456,3
28,2,10,1.0156108091274898,0.032224687600397824,3
28,3,11,0.4273419181505839,0.10124322816544445,3
28,2,12,1.0970288978682625,0.01990085125027165,3
28,3,13,0.7224165697892507,0.05422181530586253,3
28,3,14,0.9036960278948148,0.05209747497400126,3
28,4,15,0.356867018673155,0.17782242362138517,3
29,1,1,0.8474405705928802,0.052086090344441255,3
29,1,2,1.2771029869715373,0.03775997270489282,3
29,2,3,0.8529210885365804,0.07021283981204351,3
29,1,4,0.948224084244834,0.09557567535482188,3
29,2,5,0.725553967886501,0.05145412675595921,3
29,2,6,1.0766859062843854,0.019035303094949253,3
29,3,7,0.5347910564806727,0.11408741027903017,3
29,1,8,1.1859483487076232,0.053441528516707956,3
29,2,9,0.8965326564179527,0.014605359302661021,3
29,2,10,1.1022123131487105,0.03880877636427103,3
29,3,11,0.21455669403076172,0.17812164019770071,3
29,2,12,1.018024113443163,0.016821240513325224,3
29,3,13,0.7295166667964722,0.07119951204214856,3
29,3,14,1.0025367538134258,0.02231462188910915,3
29,4,15,0.6367493437396156,0.05538091744506553,3
30,1,1,0.8343914084964328,0.04056746679308447,3
30,1,2,1.2152944339646234,0.0850774474911281,3
30,2,3,0.7843052744865417,0.1197625940341905,3
30,1,4,1.0128471420870888,0.19561455921026638,3
30,2,5,0.7726911935541364,0.03709105884157451,3
30,2,6,1.0374186850256388,0.060110851856103154,3
30,3,7,0.5451122257444593,0.032712367119867344,3
30,1,8,1.166631751590305,0.04994610592821448,3
30,2,9,0.9173526366551717,0.0638136747927479,3
30,2,10,1.0739131851328745,0.04114349459788662,3
30,3,11,0.4133582429753409,0.08380830322062192,3
30,2,12,1.0759192009766896,0.04072383729783775,3
30,3,13,0.8107082959678437,0.018113416258956568,3
30,3,14,1.0280548714929156,0.03325686346511537,3
30,4,15,0.46530854867564314,0.16052826261034547,3
