layer,order_k,subset_mask,score_mean,critic_seed_sd,score_min,score_max,mean_best_val,mean_best_step,mean_final_training_step,mean_product_shuffle_sd,mean_joint_minus_mismatch_score
10,2,6,0.83199609319369,0.1362561503216239,0.6854922771453857,0.9549291084210078,0.9970680375893911,816.6666666666666,941.6666666666666,0.3728574399414348,4.622577269872029
10,2,9,0.7432918118105993,0.03910061955247586,0.709791973233223,0.7862558315197626,0.811997522910436,833.3333333333334,1000.0,0.23643975974726258,3.043759902318319
10,2,10,0.9745723770724403,0.11822568721414402,0.8614768932263056,1.0973347077767055,1.0857082704703014,916.6666666666666,1000.0,0.34043055899290486,4.863963921864827
10,2,12,1.0234661135408614,0.03197609025716173,0.9940658708413442,1.057510217030843,0.9457161078850428,966.6666666666666,1000.0,0.2138002210527357,4.948738098144531
10,3,7,0.6655162225166956,0.046945153614371786,0.6128944158554077,0.7030990620454153,0.7757075081268946,900.0,1000.0,0.3698201807378693,3.6193989912668862
10,3,11,0.6013870098524624,0.05657008387013398,0.5471624135971069,0.6600420450170835,0.8022325709462166,908.3333333333334,1000.0,0.4554614752473472,3.542428493499756
10,3,13,0.7414121031761169,0.04684736513537986,0.7123350302378336,0.7954546709855398,0.7733668188254038,841.6666666666666,991.6666666666666,0.27659476673346056,2.655413866043091
10,3,14,0.9907571342256333,0.059160860722006665,0.9228700002034506,1.031296928723653,0.993648129204909,991.6666666666666,1000.0,0.36029438754032433,5.671404679616292
10,4,15,0.6578490138053894,0.08626302137321672,0.5637762049833933,0.7332409967978796,0.8013049960136414,825.0,941.6666666666666,0.3035849274334907,3.6660308837890625
11,1,1,0.8005490567949084,0.09862614873839673,0.7167618672053019,0.9092400868733724,0.7837783495585123,875.0,975.0,0.3764634082567399,2.7308562596639
11,1,2,0.9831176764435239,0.06660737043227213,0.9425124029318491,1.0599884192148845,1.1769236673911412,950.0,1000.0,0.4066145462852107,5.832057158152263
