layer,order_k,subset_mask,critic_seed,representation_dim,target_dim,n_samples,n_train,n_val,n_test,best_step,final_training_step,best_val_mi,test_mi,test_product_shuffle_sd,heldout_joint_minus_mismatch_score
4,3,7,37,2560,1,8210,7352,245,613,925,1000,0.7528270930051804,0.5775731106599172,0.3326308749378553,3.253345251083374
4,3,11,11,2560,1,8210,7352,245,613,750,1000,0.7969727516174316,0.6503473023573557,0.3965016465135254,3.0249669551849365
4,3,11,23,2560,1,8210,7352,245,613,800,1000,0.8738806322216988,0.6157836566368738,0.4441231040787232,3.404618978500366
4,3,11,37,2560,1,8210,7352,245,613,850,1000,0.8261896669864655,0.5740724802017212,0.6445375866301816,3.524552822113037
4,3,13,11,2560,1,8210,7352,245,613,775,1000,0.6984893530607224,0.6309984624385834,0.2871914468130648,2.3893094062805176
4,3,13,23,2560,1,8210,7352,245,613,425,675,0.44326044619083405,0.42499367396036786,0.2133773954123617,1.0359656810760498
4,3,13,37,2560,1,8210,7352,245,613,950,1000,0.7614446952939034,0.7748648325602213,0.2283980711613841,2.638166904449463
4,3,14,11,2560,1,8210,7352,245,613,1000,1000,0.901034489274025,0.8047320495049158,0.4187672701836531,4.852251052856445
4,3,14,23,2560,1,8210,7352,245,613,950,1000,1.0276673883199692,0.8640333314736685,0.4026116503078397,5.181564807891846
4,3,14,37,2560,1,8210,7352,245,613,950,1000,0.9271196275949478,0.9087766309579214,0.3779761725720589,5.260987758636475
4,4,15,11,2560,1,8210,7352,245,613,975,1000,0.8017697781324387,0.658738948404789,0.35230542404386633,4.595396518707275
4,4,15,23,2560,1,8210,7352,245,613,1000,1000,0.7592362761497498,0.5209467622141043,0.2505283064594169,4.397958755493164
4,4,15,37,2560,1,8210,7352,245,613,925,1000,0.8189062178134918,0.5442059437433878,0.3104932675645894,3.61311674118042
5,1,1,11,2560,1,8210,7352,245,613,850,1000,0.7166128605604172,0.7541623910268148,0.3848983150794902,2.602262496948242
5,1,1,23,2560,1,8210,7352,245,613,950,1000,0.736018180847168,0.807154138882955,0.4217493705700494,2.474860191345215
5,1,1,37,2560,1,8210,7352,245,613,825,1000,0.6858357191085815,0.7915661334991455,0.3471203215563555,2.580075740814209
5,1,2,11,2560,1,8210,7352,245,613,1000,1000,1.2981433868408203,1.0942952632904053,0.3825068816392795,5.861395359039307
5,1,2,23,2560,1,8210,7352,245,613,975,1000,1.2400920391082764,1.1090547641118367,0.48847196533972764,6.223935604095459
5,1,2,37,2560,1,8210,7352,245,613,875,1000,1.2591732740402222,1.0467805067698162,0.4409831712370486,5.956851005554199
5,1,4,11,2560,1,8210,7352,245,613,925,1000,1.042078509926796,0.9448862075805664,0.20827194514460468,4.007101058959961
5,1,4,23,2560,1,8210,7352,245,613,950,1000,0.9901547282934189,1.0136917034784954,0.22072993924289475,4.782412528991699
5,1,4,37,2560,1,8210,7352,245,613,900,1000,1.0690983533859253,1.0893810192743938,0.23278304446038633,4.331315517425537
5,1,8,11,2560,1,8210,7352,245,613,950,1000,1.1239954233169556,1.1076167821884155,0.24655892682679456,4.569005489349365
5,1,8,23,2560,1,8210,7352,245,613,975,1000,0.9855233430862427,0.9643419086933136,0.205609182657812,4.465606689453125
5,1,8,37,2560,1,8210,7352,245,613,825,1000,1.0738909244537354,1.0532468159993489,0.2151527601874462,4.04768705368042
5,2,3,11,2560,1,8210,7352,245,613,975,1000,0.7888925075531006,0.7458186149597168,0.3421979540002321,3.793612003326416
5,2,3,23,2560,1,8210,7352,245,613,700,950,0.6937559768557549,0.6421290412545204,0.34910453161160276,2.7124710083007812
5,2,3,37,2560,1,8210,7352,245,613,1000,1000,0.7694367170333862,0.7787185907363892,0.32923987325997106,3.9646668434143066
5,2,5,11,2560,1,8210,7352,245,613,925,1000,0.6482784822583199,0.6115824480851492,0.32104404207433246,2.2378950119018555
5,2,5,23,2560,1,8210,7352,245,613,1000,1000,0.7054592818021774,0.609702855348587,0.32674495609432114,2.480048179626465
5,2,5,37,2560,1,8210,7352,245,613,1000,1000,0.6514201909303665,0.5717299481232961,0.313012910558298,2.3558387756347656
5,2,6,11,2560,1,8210,7352,245,613,950,1000,1.023644208908081,0.9044342438379923,0.4283557846314208,4.6454291343688965
5,2,6,23,2560,1,8210,7352,245,613,950,1000,1.0741779804229736,0.8489218205213547,0.4270914448192709,4.894313335418701
5,2,6,37,2560,1,8210,7352,245,613,900,1000,1.0408492237329483,0.8116860787073771,0.4113925921875914,4.94676399230957
5,2,9,11,2560,1,8210,7352,245,613,975,1000,0.7194164246320724,0.7960222164789835,0.22499452356368246,3.0778324604034424
5,2,9,23,2560,1,8210,7352,245,613,950,1000,0.8005472496151924,0.8263455679019293,0.24755163150296752,3.471853256225586
5,2,9,37,2560,1,8210,7352,245,613,1000,1000,0.7607332915067673,0.8066284308830897,0.2196917752252395,3.260906934738159
5,2,10,11,2560,1,8210,7352,245,613,925,1000,1.1311499923467636,0.8652719259262085,0.26813505982786046,4.483153820037842
5,2,10,23,2560,1,8210,7352,245,613,825,1000,1.1983128786087036,0.9021325459082922,0.3407973759042322,4.552340030670166
5,2,10,37,2560,1,8210,7352,245,613,925,1000,1.0786136388778687,1.0345671077569325,0.3310949008427119,4.83901834487915
5,2,12,11,2560,1,8210,7352,245,613,925,1000,0.7965134382247925,0.960793137550354,0.2144930629622545,4.4708662033081055
5,2,12,23,2560,1,8210,7352,245,613,850,1000,0.8415749073028564,0.9832663138707479,0.18285687255770627,4.239008903503418
5,2,12,37,2560,1,8210,7352,245,613,775,1000,0.8068631142377853,1.003459056218465,0.1849426248260394,4.209959983825684
5,3,7,11,2560,1,8210,7352,245,613,775,1000,0.6659402847290039,0.5719436903794607,0.35970109856623034,2.778658628463745
5,3,7,23,2560,1,8210,7352,245,613,775,1000,0.7112399339675903,0.6543788611888885,0.37952432814533593,3.100937843322754
5,3,7,37,2560,1,8210,7352,245,613,975,1000,0.7671005725860596,0.6454498469829559,0.3694331652119883,3.4153058528900146
5,3,11,11,2560,1,8210,7352,245,613,1000,1000,0.8072291016578674,0.44301160673300427,0.6294283442540715,3.5817112922668457
5,3,11,23,2560,1,8210,7352,245,613,700,950,0.6045050658285618,0.5097416390975317,0.289305609519204,2.8158230781555176
5,3,11,37,2560,1,8210,7352,245,613,775,1000,0.8733211010694504,0.6973046064376831,0.32429414113708005,3.274843692779541
5,3,13,11,2560,1,8210,7352,245,613,775,1000,0.6306430101394653,0.5985722045103709,0.2888937878128146,2.2779905796051025
5,3,13,23,2560,1,8210,7352,245,613,850,1000,0.8064635992050171,0.7752712517976761,0.2771230523015096,2.7298552989959717
5,3,13,37,2560,1,8210,7352,245,613,950,1000,0.7847724035382271,0.7445727984110514,0.24992802653535728,2.7343482971191406
5,3,14,11,2560,1,8210,7352,245,613,975,1000,0.889007456600666,0.9145297259092331,0.39946941449263906,4.95817756652832
5,3,14,23,2560,1,8210,7352,245,613,875,1000,0.8883713781833649,0.7600782290101051,0.37797849829090674,4.798344612121582
5,3,14,37,2560,1,8210,7352,245,613,925,1000,0.928520679473877,0.8878859678904215,0.3321906307691773,5.057278633117676
5,4,15,11,2560,1,8210,7352,245,613,975,1000,0.915630578994751,0.6924330318967501,0.44522018569522964,4.496201992034912
5,4,15,23,2560,1,8210,7352,245,613,975,1000,0.7766556665301323,0.6991061444083849,0.3121860046006507,4.1736063957214355
5,4,15,37,2560,1,8210,7352,245,613,975,1000,0.7682213336229324,0.6045688887437185,0.38412790735924396,4.410966873168945
6,1,1,11,2560,1,8210,7352,245,613,950,1000,0.8017846345901489,0.8839092254638672,0.461240728198521,3.050603151321411
6,1,1,23,2560,1,8210,7352,245,613,650,900,0.6771336793899536,0.691590815782547,0.3367253874348543,2.048410654067993
6,1,1,37,2560,1,8210,7352,245,613,975,1000,0.6635430604219437,0.7250041564305624,0.3770073958764064,3.0398855209350586
6,1,2,11,2560,1,8210,7352,245,613,700,950,1.1474266052246094,0.8944679498672485,0.37497382423384923,4.940174579620361
6,1,2,23,2560,1,8210,7352,245,613,850,1000,1.1940165758132935,0.9668761094411215,0.39760541395564303,5.635987281799316
6,1,2,37,2560,1,8210,7352,245,613,875,1000,1.2413300126791,0.9773511489232382,0.4312700182632202,5.919891834259033
6,1,4,11,2560,1,8210,7352,245,613,825,1000,0.9953716993331909,0.9133005142211914,0.2184898988801128,3.833277940750122
6,1,4,23,2560,1,8210,7352,245,613,950,1000,1.0537679195404053,1.076558103164037,0.20679145804792712,4.618432998657227
6,1,4,37,2560,1,8210,7352,245,613,950,1000,1.0600734949111938,1.0309564272562664,0.22748650058252576,4.555538654327393
6,1,8,11,2560,1,8210,7352,245,613,950,1000,1.064915046095848,1.0841693977514903,0.21847988339574434,4.155856609344482
6,1,8,23,2560,1,8210,7352,245,613,625,875,0.9521937221288681,0.9525629281997681,0.17456101999794968,3.3874378204345703
6,1,8,37,2560,1,8210,7352,245,613,1000,1000,1.0771961212158203,0.9424018065134684,0.24658839814865313,4.756075859069824
6,2,3,11,2560,1,8210,7352,245,613,975,1000,0.8798215389251709,0.8234789768854777,0.41826390550127285,3.9049673080444336
6,2,3,23,2560,1,8210,7352,245,613,975,1000,0.796934612095356,0.7156801621119181,0.406389334324164,3.566138505935669
6,2,3,37,2560,1,8210,7352,245,613,875,1000,0.8357429504394531,0.7319888671239217,0.43990692448581814,3.51721453666687
6,2,5,11,2560,1,8210,7352,245,613,950,1000,0.6285222619771957,0.6041345993677775,0.2893790970541117,2.378176212310791
6,2,5,23,2560,1,8210,7352,245,613,1000,1000,0.7403350323438644,0.6799125274022421,0.3408930015674325,2.51273775100708
6,2,5,37,2560,1,8210,7352,245,613,575,825,0.6028684973716736,0.5571380853652954,0.2685101847999891,1.6492815017700195
6,2,6,11,2560,1,8210,7352,245,613,950,1000,1.065357580780983,0.92825980981191,0.43160724285197155,5.0799431800842285
6,2,6,23,2560,1,8210,7352,245,613,950,1000,1.0482630878686905,0.8496882071097692,0.3976491345070488,5.346072673797607
6,2,6,37,2560,1,8210,7352,245,613,950,1000,1.1144280582666397,0.8819905916849772,0.40303157048486116,4.729926109313965
6,2,9,11,2560,1,8210,7352,245,613,975,1000,0.7744374200701714,0.8873633941014608,0.2667171201895317,3.4034855365753174
6,2,9,23,2560,1,8210,7352,245,613,775,1000,0.7660307735204697,0.7464084575573603,0.2369062550725455,2.8796586990356445
6,2,9,37,2560,1,8210,7352,245,613,925,1000,0.7940071821212769,0.7592021922270457,0.239865543035087,3.325446844100952
6,2,10,11,2560,1,8210,7352,245,613,475,725,0.7692632749676704,0.683536892135938,0.22665914861146466,2.400517225265503
6,2,10,23,2560,1,8210,7352,245,613,850,1000,1.0848126411437988,0.785584402581056,0.29272117772711376,4.868156433105469
6,2,10,37,2560,1,8210,7352,245,613,775,1000,1.0899521112442017,0.7941857477029165,0.2754576406596367,4.15313196182251
6,2,12,11,2560,1,8210,7352,245,613,900,1000,0.8323740214109421,0.842528223991394,0.19599215291534713,4.250087261199951
6,2,12,23,2560,1,8210,7352,245,613,900,1000,0.9534226655960083,1.0447145303090413,0.16192407797144795,4.308462142944336
6,2,12,37,2560,1,8210,7352,245,613,1000,1000,0.7658398747444153,0.9174445966879526,0.19430586617825382,4.776111125946045
6,3,7,11,2560,1,8210,7352,245,613,900,1000,0.7049975469708443,0.6172803640365601,0.4048829188725751,2.905452251434326
6,3,7,23,2560,1,8210,7352,245,613,975,1000,0.7009292431175709,0.5939344565073649,0.4358011249053046,3.4488654136657715
6,3,7,37,2560,1,8210,7352,245,613,875,1000,0.7257398366928101,0.6846994062264761,0.34193769283647885,3.3420050144195557
6,3,11,11,2560,1,8210,7352,245,613,850,1000,0.7626835703849792,0.640214592218399,0.4361793005329762,3.0182371139526367
6,3,11,23,2560,1,8210,7352,245,613,750,1000,0.8329839706420898,0.5615423520406088,0.44292718186921776,3.347381830215454
6,3,11,37,2560,1,8210,7352,245,613,975,1000,0.8938354253768921,0.3529042402903239,1.1688189591742524,3.6848902702331543
6,3,13,11,2560,1,8210,7352,245,613,1000,1000,0.7663777321577072,0.6808202217022578,0.25179548391549633,2.6104390621185303
6,3,13,23,2560,1,8210,7352,245,613,850,1000,0.7718600034713745,0.7328569839398066,0.2699865870220011,2.808093786239624
6,3,13,37,2560,1,8210,7352,245,613,825,1000,0.7956496924161911,0.6670467853546143,0.3305672938837964,2.692761182785034
6,3,14,11,2560,1,8210,7352,245,613,975,1000,0.9151620864868164,0.9360176374514898,0.3550031788380769,5.186979293823242
6,3,14,23,2560,1,8210,7352,245,613,875,1000,0.9250351265072823,0.8455143372217814,0.4381989291939456,4.659059524536133
6,3,14,37,2560,1,8210,7352,245,613,825,1000,0.9742782413959503,0.8357995351155599,0.421758432849756,4.940163612365723
6,4,15,11,2560,1,8210,7352,245,613,575,825,0.6160151362419128,0.551180899143219,0.24711285753577333,2.6696245670318604
6,4,15,23,2560,1,8210,7352,245,613,975,1000,0.8282828778028488,0.7404935782154402,0.3576183268017566,4.093473434448242
6,4,15,37,2560,1,8210,7352,245,613,975,1000,0.7688200399279594,0.7300790498654047,0.29631691634948043,4.015884876251221
7,1,1,11,2560,1,8210,7352,245,613,975,1000,0.7911169975996017,0.8336641788482666,0.3185603395791742,2.696667194366455
7,1,1,23,2560,1,8210,7352,245,613,1000,1000,0.8632970154285431,0.8990862369537354,0.3845920464065463,2.989652633666992
7,1,1,37,2560,1,8210,7352,245,613,800,1000,0.6927187442779541,0.7337974707285563,0.3629686046302412,2.362002372741699
7,1,2,11,2560,1,8210,7352,245,613,1000,1000,1.3079141229391098,1.0706512729326885,0.40546090217513686,6.030200481414795
7,1,2,23,2560,1,8210,7352,245,613,825,1000,1.2188992500305176,1.018375555674235,0.4084942545732999,5.439400672912598
7,1,2,37,2560,1,8210,7352,245,613,875,1000,1.209013819694519,0.9675323565800985,0.368417052418838,5.559103488922119
7,1,4,11,2560,1,8210,7352,245,613,875,1000,1.1161365360021591,1.1190185646216075,0.1936624012698492,4.476616382598877
7,1,4,23,2560,1,8210,7352,245,613,1000,1000,1.0822024196386337,1.0124491651852925,0.25998792761065076,4.913754940032959
7,1,4,37,2560,1,8210,7352,245,613,1000,1000,1.063169002532959,1.0144253174463909,0.22691740725273582,4.703249931335449
7,1,8,11,2560,1,8210,7352,245,613,975,1000,0.9886853694915771,0.9788329601287842,0.16007775018257425,4.257077693939209
7,1,8,23,2560,1,8210,7352,245,613,650,900,0.9783255010843277,0.9550392230351766,0.19068006259503872,3.7254557609558105
7,1,8,37,2560,1,8210,7352,245,613,1000,1000,1.0630227327346802,1.0368901491165161,0.21852516969250674,5.146093368530273
7,2,3,11,2560,1,8210,7352,245,613,1000,1000,0.8340553790330887,0.6213614543279012,0.5153367710702841,3.886613368988037
7,2,3,23,2560,1,8210,7352,245,613,975,1000,0.8060444891452789,0.6663363774617513,0.47626367060199387,3.8075976371765137
7,2,3,37,2560,1,8210,7352,245,613,875,1000,0.8063571527600288,0.6892047772804896,0.47887550265160134,3.4549062252044678
7,2,5,11,2560,1,8210,7352,245,613,950,1000,0.6426204368472099,0.6217946112155914,0.27851532558864456,2.29643177986145
7,2,5,23,2560,1,8210,7352,245,613,1000,1000,0.7361575365066528,0.7119543155034384,0.29416134249420367,2.759639263153076
7,2,5,37,2560,1,8210,7352,245,613,900,1000,0.6953142881393433,0.6584196090698242,0.31316271702538084,2.2031378746032715
7,2,6,11,2560,1,8210,7352,245,613,925,1000,1.0291813611984253,0.9372331003348032,0.4207010503651887,5.087957859039307
7,2,6,23,2560,1,8210,7352,245,613,950,1000,1.1047365590929985,0.9217041283845901,0.4262421601584923,5.28391170501709
7,2,6,37,2560,1,8210,7352,245,613,1000,1000,1.150287389755249,0.9615021546681722,0.4378525603935872,5.972079277038574
7,2,9,11,2560,1,8210,7352,245,613,975,1000,0.8350747749209404,0.8852767546971639,0.29735737676823293,3.5715866088867188
7,2,9,23,2560,1,8210,7352,245,613,850,1000,0.7807343751192093,0.7920737266540527,0.27298222127859295,3.137600898742676
7,2,9,37,2560,1,8210,7352,245,613,1000,1000,0.8388288021087646,0.8819473534822464,0.26005247791117503,3.682440996170044
7,2,10,11,2560,1,8210,7352,245,613,1000,1000,1.0455889701843262,1.0384105046590169,0.33121255958216156,4.939895153045654
7,2,10,23,2560,1,8210,7352,245,613,1000,1000,1.0969951003789902,0.9830960035324097,0.3428980825065883,5.427298069000244
7,2,10,37,2560,1,8210,7352,245,613,925,1000,1.0738445818424225,1.0075409809748332,0.3266539827332512,4.67738676071167
7,2,12,11,2560,1,8210,7352,245,613,725,975,0.7955420091748238,0.9508801798025767,0.133155653024752,4.291156768798828
7,2,12,23,2560,1,8210,7352,245,613,1000,1000,0.9568569511175156,1.0955779155095418,0.21313141061043958,5.24788761138916
7,2,12,37,2560,1,8210,7352,245,613,800,1000,0.8379894495010376,0.947976311047872,0.1001848017076638,4.224541664123535
7,3,7,11,2560,1,8210,7352,245,613,1000,1000,0.7515604496002197,0.6638531237840652,0.42655911386283135,3.4068849086761475
7,3,7,23,2560,1,8210,7352,245,613,950,1000,0.7458522394299507,0.669507180651029,0.35228354679912843,3.4592130184173584
7,3,7,37,2560,1,8210,7352,245,613,900,1000,0.7163869887590408,0.6721476415793101,0.3294202572755658,3.302889823913574
7,3,11,11,2560,1,8210,7352,245,613,850,1000,0.8251422718167305,0.623655746380488,0.32518064203567304,3.20497465133667
7,3,11,23,2560,1,8210,7352,245,613,900,1000,0.7760862857103348,0.455635130405426,0.3040801749151946,3.7706472873687744
7,3,11,37,2560,1,8210,7352,245,613,925,1000,0.8319397419691086,0.3572210172812144,0.9674719361254974,3.958763599395752
7,3,13,11,2560,1,8210,7352,245,613,825,1000,0.6963775604963303,0.6796017785867056,0.3321178963774601,2.6076972484588623
7,3,13,23,2560,1,8210,7352,245,613,750,1000,0.7582076042890549,0.7557614942391714,0.22660179809674844,2.3944199085235596
7,3,13,37,2560,1,8210,7352,245,613,725,975,0.7058027982711792,0.6588970820109049,0.2703855096845296,2.287315845489502
7,3,14,11,2560,1,8210,7352,245,613,975,1000,0.9446978643536568,0.8930080235004425,0.36032193027580656,5.016380786895752
7,3,14,23,2560,1,8210,7352,245,613,975,1000,0.8388374969363213,0.8883946314454079,0.35837228860849235,5.284535884857178
7,3,14,37,2560,1,8210,7352,245,613,975,1000,0.9296465218067169,0.9198811848958334,0.3277629107851404,5.064724445343018
7,4,15,11,2560,1,8210,7352,245,613,1000,1000,0.7982742711901665,0.7145417928695679,0.3645558926966536,4.661559104919434
7,4,15,23,2560,1,8210,7352,245,613,950,1000,0.7449921369552612,0.6659704521298409,0.28928139693452176,3.7417244911193848
7,4,15,37,2560,1,8210,7352,245,613,900,1000,0.7662183120846748,0.56663578748703,0.30367238609074865,3.8566701412200928
8,1,1,11,2560,1,8210,7352,245,613,975,1000,0.7846180200576782,0.8764798243840536,0.3348106409669423,2.6053407192230225
8,1,1,23,2560,1,8210,7352,245,613,875,1000,0.7325974628329277,0.7608656783898672,0.36844307766705836,2.449209451675415
8,1,1,37,2560,1,8210,7352,245,613,1000,1000,0.8284114599227905,0.8716408014297485,0.4874157905512333,3.0869312286376953
8,1,2,11,2560,1,8210,7352,245,613,975,1000,1.3095142841339111,1.1618518630663555,0.39771642907431043,5.989612579345703
8,1,2,23,2560,1,8210,7352,245,613,850,1000,1.3649612665176392,1.1558024088541667,0.3962198823831009,5.767719268798828
8,1,2,37,2560,1,8210,7352,245,613,900,1000,1.2151907682418823,1.0492749611536663,0.40209179967407516,5.655807971954346
8,1,4,11,2560,1,8210,7352,245,613,1000,1000,1.0602762699127197,1.0702701409657795,0.22141074630848415,4.760039329528809
8,1,4,23,2560,1,8210,7352,245,613,925,1000,1.0467941910028458,1.0289172331492107,0.24125086714864669,4.76033353805542
8,1,4,37,2560,1,8210,7352,245,613,1000,1000,1.2044156789779663,1.0744471947352092,0.23526628870871488,4.859083652496338
8,1,8,11,2560,1,8210,7352,245,613,825,1000,1.0010961443185806,1.0331284801165264,0.2093844893916712,4.248050212860107
8,1,8,23,2560,1,8210,7352,245,613,900,1000,1.0892422199249268,1.0669540961583455,0.20426704378621838,4.149096488952637
8,1,8,37,2560,1,8210,7352,245,613,875,1000,1.0625377893447876,1.085281213124593,0.1891878337947947,4.4004364013671875
8,2,3,11,2560,1,8210,7352,245,613,975,1000,0.8956742286682129,0.8066728512446085,0.45033387662189056,3.9767370223999023
8,2,3,23,2560,1,8210,7352,245,613,725,975,0.8208162859082222,0.6977251768112183,0.45865153558986477,3.0171167850494385
8,2,3,37,2560,1,8210,7352,245,613,900,1000,0.8198147118091583,0.804924209912618,0.35922907586375996,3.6832447052001953
8,2,5,11,2560,1,8210,7352,245,613,950,1000,0.6126367971301079,0.5646695593992869,0.3080993814329757,2.5532641410827637
8,2,5,23,2560,1,8210,7352,245,613,675,925,0.5982162952423096,0.5781020025412241,0.2670676716934867,1.9643292427062988
8,2,5,37,2560,1,8210,7352,245,613,925,1000,0.6358595341444016,0.6097726325194041,0.29121606676769235,2.4607465267181396
8,2,6,11,2560,1,8210,7352,245,613,1000,1000,1.1160498782992363,0.8159334659576416,0.36411633208785793,4.884788513183594
8,2,6,23,2560,1,8210,7352,245,613,950,1000,1.1587976068258286,0.9794421990712484,0.3818366096794586,5.2871246337890625
8,2,6,37,2560,1,8210,7352,245,613,1000,1000,1.0951013565063477,0.9677613973617554,0.41234284819303335,5.608649253845215
8,2,9,11,2560,1,8210,7352,245,613,975,1000,0.7953488528728485,0.8405222942431768,0.27420206040332484,3.669569253921509
8,2,9,23,2560,1,8210,7352,245,613,775,1000,0.7988141775131226,0.8099143852790197,0.24121103543828767,2.9512457847595215
8,2,9,37,2560,1,8210,7352,245,613,1000,1000,0.8148976117372513,0.7825415035088857,0.25061519601377924,3.537801742553711
8,2,10,11,2560,1,8210,7352,245,613,900,1000,1.1214491203427315,0.7855616807937622,0.3893498776215967,5.172372817993164
8,2,10,23,2560,1,8210,7352,245,613,825,1000,1.0614811182022095,0.9313222219546636,0.2915102367063636,4.7168426513671875
8,2,10,37,2560,1,8210,7352,245,613,750,1000,0.9460773393511772,0.8534802993138632,0.28379908872250115,4.155614376068115
8,2,12,11,2560,1,8210,7352,245,613,900,1000,0.840535044670105,0.9163697560628256,0.1606613220282728,5.071362495422363
8,2,12,23,2560,1,8210,7352,245,613,700,950,0.840202808380127,1.021855354309082,0.16742910162289248,3.7991790771484375
8,2,12,37,2560,1,8210,7352,245,613,975,1000,0.8446269035339355,0.9538958072662354,0.21072515731303276,4.744651794433594
8,3,7,11,2560,1,8210,7352,245,613,1000,1000,0.7715399265289307,0.6037245988845825,0.5102338677590819,3.677347183227539
8,3,7,23,2560,1,8210,7352,245,613,950,1000,0.7775949537754059,0.6683260202407837,0.4379628645424418,3.6361865997314453
8,3,7,37,2560,1,8210,7352,245,613,875,1000,0.7291422635316849,0.629118412733078,0.4094346426006626,3.608440637588501
8,3,11,11,2560,1,8210,7352,245,613,975,1000,0.8512637540698051,0.5974320272604624,0.5760875503694013,3.6909499168395996
8,3,11,23,2560,1,8210,7352,245,613,925,1000,0.7157790660858154,0.541660264134407,0.4658810009259921,3.4873600006103516
8,3,11,37,2560,1,8210,7352,245,613,1000,1000,0.8066097944974899,0.23117806514104208,1.103642251857576,3.644496440887451
8,3,13,11,2560,1,8210,7352,245,613,925,1000,0.676519513130188,0.6451042493184408,0.3626595461209465,2.5621373653411865
8,3,13,23,2560,1,8210,7352,245,613,975,1000,0.7563173770904541,0.8444204727808634,0.30059194977757264,2.8259758949279785
8,3,13,37,2560,1,8210,7352,245,613,925,1000,0.8055499792098999,0.7276662985483805,0.30244900554670795,2.8317341804504395
8,3,14,11,2560,1,8210,7352,245,613,975,1000,1.0341804027557373,1.012403964996338,0.3253563474278838,5.086872100830078
8,3,14,23,2560,1,8210,7352,245,613,875,1000,1.0216392278671265,0.9516832033793131,0.391941383549057,5.259699821472168
8,3,14,37,2560,1,8210,7352,245,613,850,1000,0.9555501937866211,0.9274428735176722,0.32196128613633435,4.7119879722595215
8,4,15,11,2560,1,8210,7352,245,613,950,1000,0.8116471320390701,0.6723314573367437,0.4893846652880669,4.283210277557373
8,4,15,23,2560,1,8210,7352,245,613,975,1000,0.7695850133895874,0.752824584643046,0.263843852431677,4.1778693199157715
8,4,15,37,2560,1,8210,7352,245,613,600,850,0.6641489863395691,0.6019281496604284,0.32672317614530405,2.832594394683838
9,1,1,11,2560,1,8210,7352,245,613,950,1000,0.7733376771211624,0.809153159459432,0.4139164995537751,2.65401291847229
9,1,1,23,2560,1,8210,7352,245,613,700,950,0.7454721927642822,0.7250144084294637,0.3989334379796655,2.479681968688965
9,1,1,37,2560,1,8210,7352,245,613,500,750,0.5851438045501709,0.627204974492391,0.3648445512147083,1.5611048936843872
9,1,2,11,2560,1,8210,7352,245,613,900,1000,1.221335530281067,1.0035890539487202,0.37619002032387877,5.657824993133545
9,1,2,23,2560,1,8210,7352,245,613,975,1000,1.2567596286535263,1.1638998786608379,0.3919363060647942,6.424426078796387
9,1,2,37,2560,1,8210,7352,245,613,975,1000,1.2276434898376465,1.0319372415542603,0.47261709001676966,6.32084321975708
9,1,4,11,2560,1,8210,7352,245,613,875,1000,0.9913296401500702,0.9890793661276499,0.2117314362917571,4.08539342880249
9,1,4,23,2560,1,8210,7352,245,613,1000,1000,1.139131173491478,1.0631575187047322,0.2133366223619153,5.418392181396484
9,1,4,37,2560,1,8210,7352,245,613,1000,1000,1.1891595125198364,1.1330070892969768,0.24458606884916645,5.130484580993652
9,1,8,11,2560,1,8210,7352,245,613,850,1000,1.072605848312378,1.0319889783859253,0.2369674007664393,4.34848690032959
9,1,8,23,2560,1,8210,7352,245,613,900,1000,1.0641019344329834,1.0846322178840637,0.23479895620749414,4.603640079498291
9,1,8,37,2560,1,8210,7352,245,613,975,1000,1.0603044033050537,1.037968118985494,0.22717254959015706,4.827060699462891
9,2,3,11,2560,1,8210,7352,245,613,975,1000,0.8924897983670235,0.854285995165507,0.39069995216850506,3.902369737625122
9,2,3,23,2560,1,8210,7352,245,613,725,975,0.8298575803637505,-0.06423455476760864,1.4455671864531878,3.2230300903320312
9,2,3,37,2560,1,8210,7352,245,613,900,1000,0.8217973709106445,0.7464489936828613,0.4724697622254287,3.785121202468872
9,2,5,11,2560,1,8210,7352,245,613,925,1000,0.7122505158185959,0.6943924129009247,0.36472382796580965,2.534651517868042
9,2,5,23,2560,1,8210,7352,245,613,975,1000,0.672842726111412,0.6590628723303477,0.3786378171098767,2.485278367996216
9,2,5,37,2560,1,8210,7352,245,613,975,1000,0.6636773198843002,0.4983961159984271,0.29064444886699364,2.483333110809326
9,2,6,11,2560,1,8210,7352,245,613,900,1000,1.048574797809124,0.9325255999962488,0.41016482282541455,4.618863582611084
9,2,6,23,2560,1,8210,7352,245,613,800,1000,1.08267343044281,0.812729557355245,0.38272226252897557,4.357723712921143
9,2,6,37,2560,1,8210,7352,245,613,975,1000,1.1410675048828125,0.9735352198282877,0.41234502401388745,5.475330352783203
9,2,9,11,2560,1,8210,7352,245,613,875,1000,0.7644197046756744,0.8283280928929647,0.254080963627588,3.130032777786255
9,2,9,23,2560,1,8210,7352,245,613,775,1000,0.7820806950330734,0.801883265376091,0.25172850864160295,3.0459015369415283
9,2,9,37,2560,1,8210,7352,245,613,900,1000,0.8319437503814697,0.8958497444788615,0.2667645514217763,3.3228609561920166
9,2,10,11,2560,1,8210,7352,245,613,1000,1000,1.1584510952234268,1.0819864223400752,0.36558622535039526,5.314393520355225
9,2,10,23,2560,1,8210,7352,245,613,675,925,1.0473856925964355,0.8980427185694376,0.2873678896993944,3.927330255508423
9,2,10,37,2560,1,8210,7352,245,613,900,1000,1.1011295169591904,0.9987800518671671,0.336585029445069,4.986330032348633
