gain,true_mi_nats,estimate_mean_across_replicates,estimate_sd_across_replicates,min_replicate_mean,max_replicate_mean,max_within_replicate_seed_sd
0.0,0.0,-0.0001329284644237271,5.1612658636360674e-05,-0.00018866111834843954,-8.677908529837926e-05,0.0003029384088924829
0.15,0.011125304467409862,-0.000173740451120668,0.00015339293697196732,-0.0003488022420141432,-6.287674316101604e-05,0.00015823633229386074
0.5,0.11157177565710488,0.0027255720838352485,0.0024465599846778745,0.00022166884607738917,0.0051104434662395054,0.005458917107623328
1.0,0.34657359027997264,0.06670693335709749,0.021039857604553635,0.05229966673586104,0.09085159997145335,0.030679889366297772
1.5,0.5893274981708231,0.22310869312948653,0.009227814875679405,0.21311584032244155,0.23130820194880167,0.03940567278729188
