critic_seed,best_step,final_training_step,best_val_mi,test_mi,test_product_shuffle_sd,heldout_joint_minus_mismatch_score,pairing_sensitivity_original_cyclic_shift_mean,pairing_sensitivity_original_cyclic_shift_sd,pairing_sensitivity_derandomized_shift_mean,pairing_sensitivity_derandomized_shift_sd,pairing_sensitivity_full_permutation_mean,pairing_sensitivity_full_permutation_sd,pairing_sensitivity_cyclic_vs_derandomized_gap,pairing_sensitivity_cyclic_vs_full_permutation_gap,layer,subset_mask,order_k,representation_dim,n_train,n_val,n_test,run_fingerprint
23,950,1000,0.7507475689053535,0.6355868577957153,0.4710704285815433,3.544642925262451,0.6355868577957153,0.4710704285815433,1.0121578772862752,0.04112830002903841,1.0153514742851257,0.061602230158910844,0.3765710194905598,0.3797646164894104,7,7,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,875,1000,0.7354891300201416,0.6798675010601679,0.36837335040374747,3.2564620971679688,0.6798675010601679,0.36837335040374747,0.9481834570566813,0.0734527880672767,0.9627761244773865,0.043353156599163396,0.26831595599651337,0.28290862341721856,7,7,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,1.0940771102905273,1.0414732297261555,0.18450108957489492,4.27836799621582,1.0414732297261555,0.18450108957489492,1.3168073495229085,0.03740497685308544,1.2353167533874512,0.1383684553933818,0.27533411979675293,0.19384352366129565,7,8,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,900,1000,1.02207350730896,1.0796621839205425,0.2188759517678571,4.319088935852051,1.0796621839205425,0.2188759517678571,1.3951314290364583,0.04416436879474763,1.2593581229448318,0.20893045370116617,0.3154692451159158,0.17969593902428938,7,8,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,950,1000,1.0813742876052856,1.0743062098821003,0.18089068509937292,4.673600673675537,1.0743062098821003,0.18089068509937292,1.3566587368647258,0.07402800939535967,1.2985698580741882,0.12383722919779974,0.2823525269826255,0.22426364819208788,7,8,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,850,1000,0.7452919483184814,0.8244185845057169,0.276910479290852,2.9631595611572266,0.8244185845057169,0.276910479290852,1.2017390330632527,0.04938771044394406,1.196698546409607,0.05758659471765138,0.37732044855753577,0.37227996190389,7,9,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,775,1000,0.6725641414523125,0.7272435774405798,0.2377204266665972,2.764572858810425,0.7272435774405798,0.2377204266665972,1.071774164835612,0.06435273798487685,1.0520572066307068,0.05231536775539639,0.3445305873950323,0.324813629190127,7,9,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,750,1000,0.8475306034088135,0.8053520123163859,0.2462654037423706,2.811371088027954,0.8053520123163859,0.2462654037423706,1.1961239178975422,0.07048693378435365,1.1937196254730225,0.0730123090510173,0.3907719055811564,0.3883676131566366,7,9,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,1000,1000,1.1446795463562012,1.0500405728816986,0.34795786104434206,4.852779865264893,1.0500405728816986,0.34795786104434206,1.2593311468760173,0.08363288158024955,1.2638151049613953,0.07981066638552621,0.20929057399431872,0.21377453207969666,7,10,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,1000,1000,1.1064289808273315,0.9937544564406077,0.3674646650661236,5.577004909515381,0.9937544564406077,0.3674646650661236,1.243939479192098,0.08485113251675712,1.2593410015106201,0.09051022280877068,0.25018502275149024,0.26558654507001245,7,10,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,1.0764915943145752,0.8735329707463583,0.30737065633577626,5.034905910491943,0.8735329707463583,0.30737065633577626,1.078693191210429,0.0674687752514371,1.0871938467025757,0.08603921298691734,0.20516022046407068,0.2136608759562174,7,10,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,750,1000,0.8211040496826172,0.619337280591329,0.29125306573257326,3.0630745887756348,0.619337280591329,0.29125306573257326,0.8581920067469279,0.03442897634928203,0.8549535274505615,0.0882341478833446,0.23885472615559888,0.23561624685923255,7,11,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,800,1000,0.7728440687060356,0.7250248963634173,0.3028272693802828,3.553377389907837,0.7250248963634173,0.3028272693802828,0.9877159198125204,0.04715730178314224,1.0011646747589111,0.0821148995233683,0.2626910234491031,0.27613977839549386,7,11,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,925,1000,0.8023852109909058,0.24364038308461508,1.1330594269222336,3.4968249797821045,0.24364038308461508,1.1330594269222336,0.7582765420277914,0.3895165913968494,0.9288335070014,0.14489656514217736,0.5146361589431763,0.6851931239167849,7,11,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,875,1000,0.8645466566085815,1.0312147637208302,0.20326682182372924,4.603654861450195,1.0312147637208302,0.20326682182372924,1.3723594745000203,0.06635889267605248,1.3152472972869873,0.1080260538724174,0.34114471077919006,0.2840325335661571,7,12,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,900,1000,0.8731209933757782,1.0045391122500102,0.16353774299266152,4.589430809020996,1.0045391122500102,0.16353774299266152,1.3449771404266357,0.04554141245478623,1.1207983046770096,0.3003849678032478,0.3404380281766255,0.11625919242699934,7,12,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,875,1000,0.8623082935810089,0.956645538409551,0.18363870261134624,4.588229656219482,0.956645538409551,0.18363870261134624,1.2661058902740479,0.029789668501972844,1.2020203992724419,0.1707420772386449,0.30946035186449683,0.24537486086289084,7,12,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,900,1000,0.7108997851610184,0.7439163227876028,0.2905519764494191,2.600022077560425,0.7439163227876028,0.2905519764494191,1.2499380906422932,0.08748052219957436,1.2013807892799377,0.07365756710268978,0.5060217678546904,0.45746446649233496,7,13,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,850,1000,0.6956712007522583,0.8171084771553675,0.2725877593270201,2.813875913619995,0.8171084771553675,0.2725877593270201,1.2513904571533203,0.10508993786267132,1.2159417867660522,0.09046776684468204,0.4342819799979528,0.39883330961068475,7,13,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,1000,1000,0.793002724647522,0.809662381807963,0.3173210995298073,3.0515573024749756,0.809662381807963,0.3173210995298073,1.2860841751098633,0.11372276394952642,1.2089811563491821,0.11231562991902987,0.47642179330190026,0.3993187745412191,7,13,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,1.0104066133499146,0.9366733630498251,0.32295352583998227,5.066946029663086,0.9366733630498251,0.32295352583998227,1.135177493095398,0.07235089546319469,1.1686882376670837,0.08298804170744098,0.19850413004557288,0.23201487461725867,7,14,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,875,1000,0.9420968443155289,0.8827798763910929,0.31489262522449,4.764522552490234,0.8827798763910929,0.31489262522449,1.1394585768381755,0.09571709402996598,1.1390504240989685,0.07547904221911717,0.25667870044708263,0.2562705477078756,7,14,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,0.9377380609512329,0.9572938779989878,0.3462350262238659,5.610682010650635,0.9572938779989878,0.3462350262238659,1.2379686037699382,0.11162324304592589,1.2786142230033875,0.07391478626032658,0.28067472577095043,0.32132034500439965,7,14,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,850,1000,0.773524284362793,0.6386997898419698,0.331197586734688,3.668560266494751,0.6386997898419698,0.331197586734688,0.9277824958165487,0.0431770572996863,0.910273864865303,0.09202251832577936,0.28908270597457886,0.2715740750233332,7,15,4,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,1000,1000,0.8122965842485428,0.7499789893627167,0.2690044371391148,4.306859493255615,0.7499789893627167,0.2690044371391148,1.0109912157058716,0.06084676318447861,1.021765612065792,0.060147868002292326,0.2610122263431549,0.2717866227030754,7,15,4,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,0.7950764894485474,0.6526947071154913,0.3632677199856849,4.309174060821533,0.6526947071154913,0.3632677199856849,0.9796237945556641,0.060270522024845966,0.9376974105834961,0.13775704951433934,0.3269290874401728,0.2850027034680048,7,15,4,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,925,1000,0.7481836825609207,0.8298670848210653,0.3991895384593005,2.71551513671875,0.8298670848210653,0.3991895384593005,1.2919779618581135,0.06633802731825615,1.3462809920310974,0.05741455014102815,0.46211087703704823,0.5164139072100321,8,1,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,900,1000,0.7723602056503296,0.7345151503880819,0.44118139712301396,2.77935528755188,0.7345151503880819,0.44118139712301396,1.1868623892466228,0.035759286086523824,1.2110670804977417,0.08404730292083289,0.4523472388585409,0.4765519301096598,8,1,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,875,1000,0.712982103228569,0.7554212808609009,0.3806230853040774,2.7548844814300537,0.7554212808609009,0.3806230853040774,1.2321162223815918,0.0713555741782327,1.261045753955841,0.06282104549546817,0.4766949415206909,0.5056244730949402,8,1,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,900,1000,1.2094434350728989,0.9913196265697479,0.3889376493835109,5.348942756652832,0.9913196265697479,0.3889376493835109,1.3058372338612874,0.05970066361792166,1.3005362153053284,0.06086547775425469,0.31451760729153944,0.30921658873558044,8,2,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,975,1000,1.244158148765564,1.0607293049494426,0.39718076091552834,6.24016809463501,1.0607293049494426,0.39718076091552834,1.3850574493408203,0.06848527163584654,1.3818675875663757,0.053506830234073925,0.3243281443913777,0.3211382826169331,8,2,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,875,1000,1.1989558935165405,0.9993566672007242,0.43493057900043,5.783191204071045,0.9993566672007242,0.43493057900043,1.4050174554189045,0.08262690692902333,1.3552172183990479,0.0816788256460901,0.4056607882181803,0.3558605511983236,8,2,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,0.8586655929684639,0.8523220618565878,0.3916777789429093,3.761138916015625,0.8523220618565878,0.3916777789429093,1.1062068144480388,0.053655140974659225,1.1478095650672913,0.07819796027513148,0.25388475259145105,0.2954875032107035,8,3,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,875,1000,0.8503203392028809,0.705589493115743,0.5059338029784879,3.4215402603149414,0.705589493115743,0.5059338029784879,1.0685964028040569,0.08283468542981393,1.0892847925424576,0.07649167331641477,0.36300690968831384,0.38369529942671454,8,3,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,875,1000,0.796532154083252,0.3567693730195363,0.9487705676506545,3.487544059753418,0.3567693730195363,0.9487705676506545,0.8907504081726074,0.4311541161107871,1.0949569270014763,0.1005043711343262,0.5339810351530712,0.73818755398194,8,3,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,625,875,0.9621089696884155,0.9282700618108114,0.21493763560421908,3.242921829223633,0.9282700618108114,0.21493763560421908,1.116702397664388,0.06238894001576302,1.093678891658783,0.08772998668700464,0.18843233585357655,0.16540882984797156,8,4,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,800,1000,1.1335487365722656,1.1031349500020344,0.2253840675878216,4.546212196350098,1.1031349500020344,0.2253840675878216,1.3146933714548747,0.07431019977830355,1.2479255199432373,0.10449355627682116,0.21155842145284032,0.14479056994120287,8,4,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,850,1000,1.0862964391708374,1.0412132342656453,0.2079403228237609,4.355757236480713,1.0412132342656453,0.2079403228237609,1.2659194866816204,0.06698385848934212,1.0817458629608154,0.308206953577093,0.22470625241597508,0.04053262869517016,8,4,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,0.6813342645764351,0.6808895667394003,0.2568492406133772,2.4243264198303223,0.6808895667394003,0.2568492406133772,1.1544383764266968,0.04602049983079311,1.180478572845459,0.04829859090911503,0.4735488096872965,0.4995890061060587,8,5,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,1000,1000,0.6352183967828751,0.652876615524292,0.29098432403882873,2.7393298149108887,0.652876615524292,0.29098432403882873,1.1479229927062988,0.038240616145710025,1.1596851348876953,0.05718195986309277,0.49504637718200684,0.5068085193634033,8,5,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,0.7431604787707329,0.6699232757091522,0.3167419178158579,2.440322160720825,0.6699232757091522,0.3167419178158579,1.1549415985743205,0.054027153485971445,1.1697094440460205,0.040965664132645685,0.4850183228651683,0.4997861683368683,8,5,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,1000,1000,1.1207094192504883,0.8639897157748541,0.37797076128749013,4.911093711853027,0.8639897157748541,0.37797076128749013,1.1359246174494426,0.10489095723533119,1.1862843036651611,0.048736024988219724,0.27193490167458856,0.32229458789030707,8,6,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,925,1000,1.1987514570355415,0.9850676109393438,0.41710454039261524,5.3367390632629395,0.9850676109393438,0.41710454039261524,1.2560944557189941,0.10374094184263717,1.3084858655929565,0.030884426405193174,0.27102684477965033,0.32341825465361274,8,6,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,1.1269600540399551,0.9874245623747507,0.4102394587527921,5.4430317878723145,0.9874245623747507,0.4102394587527921,1.3004456361134846,0.09398806278939519,1.3447787761688232,0.06754900077276514,0.3130210737387339,0.3573542137940725,8,6,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,1000,1000,0.8058463409543037,0.6579790065685908,0.5175596051049203,3.9403610229492188,0.6579790065685908,0.5175596051049203,1.0237406889597576,0.052271247677834004,0.9934912919998169,0.09219785198454002,0.3657616823911668,0.33551228543122613,8,7,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,950,1000,0.7335721179842949,0.6567921588818232,0.4170790688233189,3.4834794998168945,0.6567921588818232,0.4170790688233189,0.9985843996206919,0.0448809211829827,0.9964594841003418,0.0633850031208152,0.3417922407388687,0.3396673252185186,8,7,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,0.7804262638092041,0.5791535377502441,0.5019524353865663,3.8235535621643066,0.5791535377502441,0.5019524353865663,1.0413939158121746,0.05754937521417161,1.0385743379592896,0.06936042077618498,0.4622403780619304,0.4594208002090454,8,7,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,1.060995101928711,1.1210123697916667,0.19772070695610217,4.429604530334473,1.1210123697916667,0.19772070695610217,1.4108967383702595,0.0630018002095364,1.3395631909370422,0.12106418597538982,0.2898843685785928,0.2185508211453755,8,8,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,950,1000,1.0037666857242584,1.0204578439394634,0.2181792034617621,4.751128196716309,1.0204578439394634,0.2181792034617621,1.2846444447835286,0.06138731412170718,1.1517478972673416,0.21363677557970293,0.2641866008440652,0.13129005332787824,8,8,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,950,1000,0.9792698621749878,1.0009719133377075,0.17446025373311472,4.513389587402344,1.0009719133377075,0.17446025373311472,1.2241714398066204,0.05527504628196457,1.1840194463729858,0.10951620785397514,0.22319952646891283,0.18304753303527832,8,8,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,650,900,0.727044939994812,0.6377655466397604,0.22402208366121995,2.482356071472168,0.6377655466397604,0.22402208366121995,1.0546523829301198,0.04572086065718381,1.021880067884922,0.05914157271104212,0.4168868362903594,0.38411452124516166,8,9,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,1000,1000,0.7500423640012741,0.8459250132242838,0.2614591000763566,3.8413946628570557,0.8459250132242838,0.2614591000763566,1.267543077468872,0.06589808252388228,1.232774555683136,0.07275250259678111,0.42161806424458825,0.38684954245885217,8,9,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,950,1000,0.7743783295154572,0.8782862027486166,0.2914786034432548,3.654411792755127,0.8782862027486166,0.2914786034432548,1.287048578262329,0.06655989878085165,1.2691033482551575,0.06058548162014973,0.40876237551371253,0.3908171455065409,8,9,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,925,1000,1.1789358854293823,0.9059963822364807,0.3188957304053588,5.099234580993652,0.9059963822364807,0.3188957304053588,1.3050018946329753,0.07500396337088865,1.2995286583900452,0.09424647455491236,0.3990055123964946,0.39353227615356445,8,10,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,850,1000,1.1233946084976196,0.935371552904447,0.2580534326102642,4.960005760192871,0.935371552904447,0.2580534326102642,1.1925917466481526,0.07071448415687766,1.212967574596405,0.08979951550170114,0.25722019374370564,0.2775960216919581,8,10,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,875,1000,1.0209342390298843,0.7435455769300461,0.27809504344645863,4.243675231933594,0.7435455769300461,0.27809504344645863,1.0089164177576702,0.07542375517315936,1.032811164855957,0.08306203015777346,0.2653708408276241,0.28926558792591095,8,10,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,850,1000,0.8258400708436966,0.686850979924202,0.40257903879397167,3.420186758041382,0.686850979924202,0.40257903879397167,0.9774771134058634,0.07701741476153601,1.028724193572998,0.10388782951366514,0.29062613348166144,0.3418732136487961,8,11,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,800,1000,0.8354275673627853,0.7497375309467316,0.2544197788443782,3.5806171894073486,0.7497375309467316,0.2544197788443782,1.0397999087969463,0.05256570360144258,1.0379969254136086,0.10011343781560451,0.2900623778502147,0.288259394466877,8,11,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,850,1000,0.8544883280992508,0.6871745636065801,0.3806019457412447,3.5156421661376953,0.6871745636065801,0.3806019457412447,0.9586085478464762,0.055181393824828257,0.9914392232894897,0.07709873554739341,0.27143398423989606,0.3042646596829096,8,11,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,925,1000,0.8787109553813934,1.0931569039821625,0.1678203745061705,4.882546901702881,1.0931569039821625,0.1678203745061705,1.3755481243133545,0.07613237986212835,1.3371864557266235,0.08470006435362665,0.282391220331192,0.24402955174446106,8,12,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,850,1000,0.8467565029859543,1.0177781184514363,0.177338111904577,4.2947001457214355,1.0177781184514363,0.177338111904577,1.3999468485514324,0.07109918687074902,1.3113179802894592,0.1414242633937639,0.3821687300999961,0.29353986183802294,8,12,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,1000,1000,0.8643009215593338,1.090571363766988,0.18835700230992936,4.9449462890625,1.090571363766988,0.18835700230992936,1.463383952776591,0.052389392473349235,1.3492045998573303,0.09306576582777909,0.372812589009603,0.2586332360903423,8,12,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,775,1000,0.6956218481063843,0.6741248468557993,0.2949834728426405,2.3228893280029297,0.6741248468557993,0.2949834728426405,1.1547207832336426,0.07821199821272411,1.122582733631134,0.06986251600133889,0.48059593637784326,0.4484578867753347,8,13,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,750,1000,0.7635777741670609,0.7254905998706818,0.26716680681876454,2.2864015102386475,0.7254905998706818,0.26716680681876454,1.1417124172051747,0.07207284297134584,1.09696613997221,0.07863421936563689,0.4162218173344929,0.37147554010152817,8,13,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,925,1000,0.7675647288560867,0.6949712485074997,0.3024292530655607,2.744560956954956,0.6949712485074997,0.3024292530655607,1.1809384028116863,0.10136382055834851,1.1379960179328918,0.08958976654315015,0.4859671543041866,0.44302476942539215,8,13,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,1.0190908759832382,0.9487709204355875,0.35092685612640545,5.008944511413574,0.9487709204355875,0.35092685612640545,1.1843341986338298,0.09262010812088907,1.2162424325942993,0.08030833202845661,0.2355632781982423,0.2674715121587118,8,14,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,975,1000,0.9380567371845245,0.9076089834173521,0.34614232876302486,5.381508827209473,0.9076089834173521,0.34614232876302486,1.1305221716562908,0.12308648021636816,1.1621254086494446,0.06832612911467512,0.2229131882389387,0.2545164252320925,8,14,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,0.9917805194854736,0.9330391387144724,0.3604667153618497,5.325774669647217,0.9330391387144724,0.3604667153618497,1.0360061526298523,0.14160354052456756,1.1666805744171143,0.07772595356343989,0.10296701391537988,0.23364143570264184,8,14,3,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,875,1000,0.7569254711270332,0.666081910332044,0.34817068131258094,3.8702781200408936,0.666081910332044,0.34817068131258094,0.9750356177488962,0.08699028070876028,0.9451884627342224,0.08899135210538453,0.30895370741685224,0.2791065524021784,8,15,4,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,975,1000,0.7722294256091118,0.7434329986572266,0.2637475479205848,4.055974960327148,0.7434329986572266,0.2637475479205848,0.9734102090199789,0.05147826009323401,0.9996663928031921,0.09057647762832453,0.22997721036275232,0.2562333941459656,8,15,4,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,850,1000,0.7786316275596619,0.6710139065980911,0.2955267032818165,3.7305655479431152,0.6710139065980911,0.2955267032818165,0.9159194628397623,0.045327951102510075,0.8929256796836853,0.08832621458285123,0.2449055562416712,0.22191177308559418,8,15,4,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,1000,1000,0.8331925868988037,0.8715354204177856,0.44214144882401696,2.9484195709228516,0.8715354204177856,0.44214144882401696,1.3294059832890828,0.06622987974631903,1.3378098607063293,0.056788581909468554,0.4578705628712971,0.4662744402885437,9,1,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,700,950,0.7849655598402023,0.7761680682500204,0.4191783079981676,2.4711813926696777,0.7761680682500204,0.4191783079981676,1.1684685548146565,0.058655234963408055,1.1986085772514343,0.06967251122224764,0.3923004865646361,0.42244050900141394,9,1,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,1000,1000,0.7169816046953201,0.7475202480951945,0.43817984082921535,2.97605299949646,0.7475202480951945,0.43817984082921535,1.246213674545288,0.04286632158453582,1.225733757019043,0.05464402705837735,0.4986934264500936,0.4782135089238485,9,1,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,1000,1000,1.3620569705963135,1.121155063311259,0.385181801413662,6.367461681365967,1.121155063311259,0.385181801413662,1.4864590962727864,0.05101262121885416,1.4471614956855774,0.057374882598067715,0.36530403296152736,0.32600643237431837,9,2,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,800,1000,1.1694120317697525,1.046819766362508,0.42149854338395387,5.305355072021484,1.046819766362508,0.42149854338395387,1.396687388420105,0.0691011702455152,1.4028726816177368,0.06202151312537489,0.3498676220575969,0.35605291525522875,9,2,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,975,1000,1.2279893159866333,1.1164059241612752,0.4392690849952345,6.071826457977295,1.1164059241612752,0.4392690849952345,1.4823317925135295,0.04564410853874996,1.4544926881790161,0.07065064472240284,0.3659258683522544,0.33808676401774096,9,2,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,0.8290958479046822,0.855090782046318,0.39173322652749765,3.9851222038269043,0.855090782046318,0.39173322652749765,1.1363787651062012,0.06811918882707868,1.1836923956871033,0.08033321295408394,0.2812879830598831,0.3286016136407852,9,3,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,900,1000,0.8306443691253662,0.6232726176579794,0.5659291236250157,3.6104321479797363,0.6232726176579794,0.5659291236250157,1.0598451693852742,0.04543675541324347,1.0985278487205505,0.06321025587355865,0.4365725517272948,0.47525523106257117,9,3,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
37,550,800,0.728446364402771,0.3064621289571126,0.6961644242870585,2.682391881942749,0.3064621289571126,0.6961644242870585,0.3183399836222331,1.166223543929726,0.8623799681663513,0.05626985661226957,0.01187785466512048,0.5559178392092388,9,3,2,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
11,975,1000,1.056750550866127,0.9573874473571777,0.2168061261457108,4.738947868347168,0.9573874473571777,0.2168061261457108,1.1610751152038574,0.11998782442550675,1.1301896572113037,0.04897675221015984,0.2036876678466797,0.17280220985412598,9,4,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
23,975,1000,0.986852765083313,1.0305954416592915,0.18481046043812416,4.842299938201904,1.0305954416592915,0.18481046043812416,1.1921621958414714,0.06052335655810058,1.1051039546728134,0.19276373169352826,0.16156675418217992,0.0745085130135219,9,4,1,2560,7352,245,613,5da1c407274d9f2e64016876300738144d1a41605925a916babeba82ea35e9a6
